_id,ltable_Length_ft,ltable_make_model,ltable_seller,ltable_location,ltable_year,ltable_price_US,ltable_hull_material,rtable_Length_ft,rtable_make_model,rtable_seller,rtable_location,rtable_year,rtable_price_US,rtable_hull_material
50356,35,Formula.350 Crossover Bowrider,Borden & Associates Yacht Sales,"Marco Island, Florida",2014,279000,Fiberglass,35,Formula 350 Crossover Bowrider,"Borden & Associates Yacht Sales
   ","Marco Island, FL",2014,279000,Fiberglass
50441,35,Sea Ray.350 SLX,MarineMax Grand Lake,"Afton, Oklahoma",2016,Request Price,Fiberglass,35,Sea Ray 350 SLX,"MarineMax Inc.
   ","Afton, OK",2016,Call for Price,Fiberglass
50514,35,Sea Ray.350 SLX,MarineMax Pompano,"Pompano Beach, Florida",2016,Request Price,Fiberglass,35,Sea Ray 350 SLX,"MarineMax Inc.
   ","Pompano Beach, FL",2016,Call for Price,Fiberglass
50563,35,Sea Ray.350 SLX,MarineMax Miami,"Miami, Florida",2016,Request Price,Fiberglass,35,Sea Ray 350 SLX,"MarineMax Inc.
   ","Miami, FL",2016,Call for Price,Fiberglass
50617,35,Sea Ray.350 SLX,MarineMax Ft. Myers,"Ft. Myers, Florida",2016,Request Price,Fiberglass,35,Sea Ray 350 SLX,"MarineMax Inc.
   ","Ft. Myers, FL",2016,Call for Price,Fiberglass
50865,35,Sea Ray.350 SELECT,MarineMax Norwalk,"Norwalk, Connecticut",2016,268905,Fiberglass,35,Sea Ray 350 SELECT,"MarineMax Inc.
   ","Norwalk, CT",2016,268905,Fiberglass
50938,35,Sea Ray.350 SLX,MarineMax Sarasota,"Sarasota, Florida",2016,Request Price,Fiberglass,35,Sea Ray 350 SLX,"MarineMax Inc.
   ","Sarasota, FL",2016,Call for Price,Fiberglass
51065,35,Sea Ray.350 SLX,MarineMax Stuart,"Stuart, Florida",2016,Request Price,Fiberglass,35,Sea Ray 350 SLX,"MarineMax Inc.
   ","Stuart, FL",2016,Call for Price,Fiberglass
51126,35,Sea Ray.350 SLX,MarineMax Long Island,"Lindenhurst, New York",2016,Request Price,Fiberglass,35,Sea Ray 350 SLX,"MarineMax Inc.
   ","Lindenhurst, NY",2016,Call for Price,Fiberglass
51187,35,Sea Ray.350 SLX,MarineMax Warwick,"Warwick, Rhode Island",2016,Request Price,Fiberglass,35,Sea Ray 350 SLX,"MarineMax Inc.
   ","Warwick, RI",2016,Call for Price,Fiberglass
51259,35,Sea Ray.350 SLX,MarineMax Dallas,"Lewisville, Texas",2016,Request Price,Fiberglass,35,Sea Ray 350 SLX,"MarineMax Inc.
   ","Lewisville, TX",2016,Call for Price,Fiberglass
51330,35,Sea Ray.350 SLX,MarineMax Ship Bottom,"Ship Bottom, New Jersey",2016,Request Price,Fiberglass,35,Sea Ray 350 SLX,"MarineMax Inc.
   ","Ship Bottom, NJ",2016,Call for Price,Fiberglass
51389,35,Sea Ray.350 SLX,MarineMax Baltimore,"Baltimore, Maryland",2016,Request Price,Fiberglass,35,Sea Ray 350 SLX,"MarineMax Inc.
   ","Baltimore, MD",2016,Call for Price,Fiberglass
51753,35,Sea Ray.350 SELECT,MarineMax Naples,"Naples, Florida",2014,259000,Fiberglass,35,Sea Ray 350 SELECT,"MarineMax Inc.
   ","Naples, FL",2014,259000,Fiberglass
51875,35,Sea Ray.350 SELECT,MarineMax Wrightsville Beach,"Wrightsville Beach, North Carolina",2014,230365,Fiberglass,35,Sea Ray 350 SELECT,"MarineMax Inc.
   ","Wrightsville Beach, NC",2014,230365,Fiberglass
51950,35,Sea Ray.350 SELECT,MarineMax Lake Ozark,"Lake Ozark, Missouri",2014,224900,Fiberglass,35,Sea Ray 350 SELECT,"MarineMax Inc.
   ","Lake Ozark, MO",2014,224900,Fiberglass
52022,35,Sea Ray.350 SLX,Strong's Marine- Port Washington,"Port Washington, New York",2015,239995,Fiberglass,35,Sea Ray 350 SLX,"Strong's Marine
   ","Port Washington, NY",2015,239995,Fiberglass
52063,35,Sea Ray.350 SELECT,MarineMax Sarasota,"Sarasota, Florida",2015,279900,Fiberglass,35,Sea Ray 350 SELECT,"MarineMax Inc.
   ","Sarasota, FL",2015,279900,Fiberglass
52140,35,Sea Ray.350 SLX,"B & E Marine, Inc.","Michigan City, Indiana",2015,Request Price,Fiberglass,35,Sea Ray 350 SLX,"B & E Marine, Inc.
   ","Michigan City, IN",2015,Call for Price,Fiberglass
52203,35,Sea Ray.350 SLX,B & E Marine,"Michigan City, Indiana",2015,Request Price,Fiberglass,35,Sea Ray 350 SLX,"B & E Marine, Inc.
   ","Michigan City, IN",2015,Call for Price,Fiberglass
52289,35,Sea Ray.350 SLX,Modern Yachts,"Westhampton Beach, New York",2017,Request Price,Fiberglass,35,Sea Ray 350 SLX,"Modern Yachts
   ","Westhampton Beach, NY",2017,,Fiberglass
52345,35,Sea Ray.350 SLX,Ludington Yacht Sales,"SPRING LAKE, Michigan",2016,279900,Fiberglass,35,Sea Ray 350 SLX,"Ludington Yacht Sales
   ","SPRING LAKE, MI",2016,279900,Fiberglass
52600,35,Sea Ray.350 SLX,Chicago Yacht Works,United States,2015,259900,Fiberglass,35,Sea Ray 350 SLX,"Chicago Yacht Works
   ",United States,2015,259900,Fiberglass
52619,36,Chris-Craft.Launch 36,Harborside Yacht Sales,"Clinton, Connecticut",2017,Request Price,Fiberglass,36,Chris Craft Launch 36,"Harborside Marina
   ","Clinton, CT",2017,Call for Price,Fiberglass
60672,19,Chaparral.19 H2O Sport,Waterfront Marine Yacht Sales,"SOMERS POINT, New Jersey",2017,32580,Fiberglass,19,Chaparral 19 H2O Sport,"Waterfront Marine Yacht Sales-New Jersey
   ","SOMERS POINT, NJ",2017,32580,Fiberglass
61015,19,Chaparral.19 H2O Sport,A & S Boats,United States,2017,31320,Fiberglass,19,Chaparral 19 H2O Sport,"A & S Boats
   ",United States,2017,31320,Fiberglass
62001,19,Chaparral.19 H2O Sport,Waterfront Marine-Maryland,"Edgewater, Maryland",2017,32640,Fiberglass,19,Chaparral 19 H2O Sport,"Waterfront Marine Yacht Sales-New Jersey
   ","Edgewater, MD",2017,32640,Fiberglass
63004,19,Chaparral.H20 19 Sport Bowrider,Sunrise Marine,"Mary Esther, Florida",2017,34150,Fiberglass,19,Chaparral H20 19 Sport Bowrider,"Sunrise Marine - Boat Sales, Service & Parts
   ","Mary Esther, FL",2017,34150,Fiberglass
64688,19,Chaparral.19 H2O Sport,"Fay's Boat Yard, Inc.","Gilford, New Hampshire",2016,Request Price,Fiberglass,19,Chaparral 19 H2O Sport,"Fay's Boat Yard, Inc.
   ","Gilford, NH",2016,,Fiberglass
66011,19,Chaparral.19 H2O Sport,Saba Marine,"Colchester, Vermont",2016,Request Price,Fiberglass,19,Chaparral 19 H2O Sport,"Saba Marine
   ","Colchester, VT",2016,Call for Price,Fiberglass
68365,19,Chaparral.19 Sport H2O,Pier 33,"St. Joseph, Michigan",2012,26000,Fiberglass,19,Chaparral 19 Sport H2O,"Pier 33
   ","St. Joseph, MI",2012,26000,Fiberglass
73704,19,Glastron.GLS 195,Keenan Marina,"SPRING LAKE, Michigan",2009,24995,Fiberglass,19,Glastron GLS 195,"Keenan Marina
   ","SPRING LAKE, MI",2009,24995,Fiberglass
80071,19,2007 Regal.19' sport boat,Nunmaker Yachts,Madisonville,2007,14595,Fiberglass,19,2007 Regal 19' sport boat,"Nunmaker Yachts
   ","Madisonville, United States",2007,14595,Fiberglass
86082,19,Bayliner.19' Capri Bowrider,Brian's Marina,United States,1991,3995,Fiberglass,19,Bayliner 19' Capri Bowrider,"Brian's Marina
   ",United States,1991,3995,Fiberglass
87083,19,Bayliner.190 Bowrider,Pennybridge Marine,"Stony Point, New York",2014,Request Price,Fiberglass,19,Bayliner 190 Bowrider,"Pennybridge Marine
   ","Stony Point, NY",2014,Call for Price,Fiberglass
88750,19,Bayliner.1900 Deck Boat,East Shore Marine,"Lindenhurst, New York",2014,18500,Fiberglass,19,Bayliner 1900 Deck Boat,"East Shore Marine
   ","Lindenhurst, NY",2014,18500,Fiberglass
89420,19,Bayliner.190 Deck Boat,Great Southern Yacht Company,"Pensacola , Florida",2007,18900,Fiberglass,19,Bayliner 190 Deck Boat,"Great Southern Yacht Company
   ","Pensacola , FL",2007,18900,Fiberglass
92777,19,Bayliner.195 Bowrider,MarineMax Pensacola,"Pensacola, Florida",2013,19999,Fiberglass,19,Bayliner 195 Bowrider,"MarineMax Inc.
   ","Pensacola, FL",2013,19999,Fiberglass
93106,19,Bayliner.195 Bowrider,Dredge Harbor Boat Center LLC.,"Delran, New Jersey",2012,22900,Fiberglass,19,Bayliner 195 Bowrider,"Dredge Harbor Boat Center LLC.
   ","Delran, NJ",2012,22900,Fiberglass
96440,19,Bayliner.195 Discovery,"Clarks Landing Marina-Point Pleasant Beach, NJ","Delran, New Jersey",2008,14900,Fiberglass,19,Bayliner 195 Discovery,"Clarks Landing Marina-Point Pleasant Beach, NJ
   ","Delran, NJ",2008,14900,Fiberglass
96444,19,Bayliner.195 Discovery,"Clarks Landing Marina-Point Pleasant Beach, NJ","Delran, New Jersey",2008,14900,Fiberglass,19,Bayliner 195 Discovery,"Clarks Landing Marina-Point Pleasant Beach, NJ
   ","Delran, NJ",2008,14900,Fiberglass
97108,19,Bayliner.195 Discovery,"Clarks Landing Marina-Point Pleasant Beach, NJ","Delran, New Jersey",2008,14900,Fiberglass,19,Bayliner 195 Discovery,"Clarks Landing Marina-Point Pleasant Beach, NJ
   ","Delran, NJ",2008,14900,Fiberglass
97112,19,Bayliner.195 Discovery,"Clarks Landing Marina-Point Pleasant Beach, NJ","Delran, New Jersey",2008,14900,Fiberglass,19,Bayliner 195 Discovery,"Clarks Landing Marina-Point Pleasant Beach, NJ
   ","Delran, NJ",2008,14900,Fiberglass
98115,19,Bayliner.195 Bowrider,"Onekama Marine, Inc.","Onekama, Michigan",2008,18995,Fiberglass,19,Bayliner 195 Bowrider,"Onekama Marine, Inc.
   ","Onekama, MI",2008,18995,Fiberglass
99448,19,Bayliner.195 Bowrider,Captain Robert Heay,"Port Orchard, Washington",2007,15000,Fiberglass,19,Bayliner 195 Bowrider,"Robert Heay's Port Orchard Yacht Sales, Inc
   ","Port Orchard, WA",2007,15000,Fiberglass
101467,19,Bayliner.195 Discovery,Beacon Light Marina,"Middle River, Maryland",2006,10900,Fiberglass,19,Bayliner 195 Discovery,"Beacon Light Marina
   ","Middle River, MD",2006,10900,Fiberglass
103135,19,Bayliner Capri.195 LX Bowrider,Executive Boat & Yacht Brokerage,"Salt Lake City, Utah",2001,8900,Fiberglass,19,Bayliner Capri 195 LX Bowrider,"Executive Boat & Yacht Brokerage
   ","Salt Lake City, UT",2001,8900,Fiberglass
105466,19,Bayliner.195 Bowrider,Oakdale Yacht Sales,"OAKDALE, New York",2006,9999,Fiberglass,19,Bayliner 195 Bowrider,"Oakdale Yacht Sales
   ","OAKDALE, NY",2006,9999,Fiberglass
121170,19,Boston Whaler.Montauk,Blue Marlin Boats,"Seaford, New York",2009,29990,Fiberglass,19,Boston Whaler MONTAUK,"Blue Marlin Boats
   ","Seaford, NY",2009,29990,Fiberglass
124506,19,Chaparral.19 H2O Sport,"Twin City Marine, Inc.","Central Falls, Rhode Island",2017,36180,Fiberglass,19,Chaparral 19 H2O Sport,"Twin City Marine, Inc.
   ","Central Falls, RI",2017,36180,Fiberglass
125511,19,Chaparral.19 H2O Ski & Fish,A & S Boats,United States,2017,34415,Fiberglass,19,Chaparral 19 H2O Ski & Fish,"A & S Boats
   ",United States,2017,31805,Fiberglass
125514,19,Chaparral.19 H2O Ski & Fish,A & S Boats,United States,2017,34415,Fiberglass,19,Chaparral 19 H2O Ski & Fish,"A & S Boats
   ",United States,2017,34415,Fiberglass
125845,19,Chaparral.19 H2O Ski & Fish,A & S Boats,United States,2017,31805,Fiberglass,19,Chaparral 19 H2O Ski & Fish,"A & S Boats
   ",United States,2017,31805,Fiberglass
125848,19,Chaparral.19 H2O Ski & Fish,A & S Boats,United States,2017,31805,Fiberglass,19,Chaparral 19 H2O Ski & Fish,"A & S Boats
   ",United States,2017,34415,Fiberglass
126530,19,Chaparral.19 Sport H2O,Sun Sport Marine,"Harrison Township, Michigan",2016,33986,Fiberglass,19,Chaparral 19 Sport H2O,"Sun Sport Marine
   ","Harrison Township, MI",2016,33986,Fiberglass
129852,19,Chaparral.19 H2O Sport,"Twin City Marine, Inc.","Central Falls, Rhode Island",2016,30540,Fiberglass,19,Chaparral 19 H2O Sport,"Twin City Marine, Inc.
   ","Central Falls, RI",2016,34821,Fiberglass
129864,19,Chaparral.19 H2O Sport,"Twin City Marine, Inc.","Central Falls, Rhode Island",2016,30540,Fiberglass,19,Chaparral 19 H2O Sport,"Twin City Marine, Inc.
   ","Central Falls, RI",2016,30540,Fiberglass
130867,19,Chaparral.19 Sport H2O,Milius Marine,"East Hampton, New York",2013,19900,Fiberglass,19,Chaparral 19 Sport H2O,"Milius Marine
   ","East Hampton, NY",2013,19900,Fiberglass
131536,19,Chaparral.19' H2O,Anchor Marine,"Farmingdale, New Jersey",2014,29995,Fiberglass,19,Chaparral 19' H2O,"Anchor Marine
   ","Farmingdale, NJ",2014,29995,Fiberglass
132190,19,Chaparral.19 H2O Sport,"Twin City Marine, Inc.","Central Falls, Rhode Island",2016,34821,Fiberglass,19,Chaparral 19 H2O Sport,"Twin City Marine, Inc.
   ","Central Falls, RI",2016,34821,Fiberglass
132202,19,Chaparral.19 H2O Sport,"Twin City Marine, Inc.","Central Falls, Rhode Island",2016,34821,Fiberglass,19,Chaparral 19 H2O Sport,"Twin City Marine, Inc.
   ","Central Falls, RI",2016,30540,Fiberglass
136543,19,Chaparral.190 SSi,Amity Harbor Marine Inc,"Amityville, New York",2006,16995,Fiberglass,19,Chaparral 190 SSi,"Amity Harbor Marine Inc
   ","Amityville, NY",2006,16995,Fiberglass
137884,19,Chaparral.19 Sport H2O,Dare Marina & Yacht Sales,"Yorktown, Virginia",2012,24500,Fiberglass,19,Chaparral 19 Sport H2O,"Dare Marina & Yacht Sales
   ","Yorktown, VA",2012,24500,Fiberglass
139214,19,Chaparral.196 SSi,Legendary Marine Ft. Walton Beach,"Fort Walton Beach, Florida",2001,8995,Fiberglass,19,Chaparral 196 SSi,"Legendary Marine
   ","Fort Walton Beach, FL",2001,8995,Fiberglass
146244,19,Crownline.19 SS,"Twin City Marine, Inc.","Central Falls, Rhode Island",2008,17999,Fiberglass,19,Crownline 19 SS,"Twin City Marine, Inc.
   ","Central Falls, RI",2008,17999,Fiberglass
150585,19,Crownline.195 SS,Hossack Marine Sales Inc,"ST CLAIR SHORES , Michigan",2013,23900,Fiberglass,19,Crownline 195 SS,"Hossack Marine Sales Inc
   ","ST CLAIR SHORES , MI",2013,23900,Fiberglass
153929,19,Four Winns.F 190,Westchester Yacht Sales,"Mamaroneck, New York",2017,29500,Fiberglass,19,Four Winns F 190,"Westchester Yacht Sales
   ","Mamaroneck, NY",2017,29500,Fiberglass
154590,19,Four Winns.190 Horizon,Boats of Dallas,"Dallas, Texas",2005,12999,Fiberglass,19,Four Winns 190 Horizon,"Boats of Dallas
   ","Dallas, TX",2005,12999,Fiberglass
161602,19,Four Winns.190 Horizon,AM PM MARINE,"Pasadena, Maryland",1995,7595,Fiberglass,19,Four Winns 190 Horizon,"AM PM MARINE
   ","Pasadena, MD",1995,7595,Fiberglass
161937,19,Four Winns.190 Horizon,Boulder Boats,"Henderson, Nevada",1996,8995,Fiberglass,19,Four Winns 190 Horizon,"Boulder Boats
   ","Henderson, NV",1996,8995,Fiberglass
162935,19,Four Winns.190 Horizon,"Twin City Marine, Inc.","Central Falls, Rhode Island",2002,7900,Fiberglass,19,Four Winns 190 Horizon,"Twin City Marine, Inc.
   ","Central Falls, RI",2002,7900,Fiberglass
171319,19,Four Winns.H190,Boulder Boats,"Henderson, Nevada",2014,29995,Fiberglass,19,Four Winns H190,"Boulder Boats
   ","Henderson, NV",2014,29995,Fiberglass
178993,19,Four Winns.H190RS,Boulder Boats - Arizona,"Mesa, Arizona",2013,29995,Fiberglass,19,Four Winns H190RS,"Boulder Boats
   ","Mesa, AZ",2013,29995,Fiberglass
182677,19,Grady-White.19 Tournament,New Jersey Outboards,"Bayville, New Jersey",1987,8995,Fiberglass,19,Grady White 19 Tournament,"New Jersey Outboards
   ","Bayville, NJ",1987,8995,Fiberglass
186352,19,Glastron.SX 195,Landmark Yacht Sales,"Tampa, Florida",2005,9999,Fiberglass,19,Glastron SX 195,"Landmark Yacht Sales
   ","Tampa, FL",2005,9999,Fiberglass
187365,19,Grady-White.Freedom 192,"Carolina Boat Brokerage , LLC","Charleston, South Carolina",2013,43500,Fiberglass,19,Grady-White Freedom 192,"Carolina Boat Brokerage, LLC
   ","Charleston, SC",2013,43500,Fiberglass
189037,19,Grady-White.192 Freedom,Cannons Marina,"Longboat Key, Florida",2012,21900,Fiberglass,19,Grady-White 192 Freedom,"Cannons Marina
   ","Longboat Key, FL",2012,21900,Fiberglass
190354,19,Grady-White.19 Tournament,Somers Point Marina,"Somers Point, New Jersey",1985,6250,Fiberglass,19,Grady White 19 Tournament,"Somers Point Marina
   ","Somers Point, NJ",1985,6250,Fiberglass
198732,19,Mariah.19 SX,Nautical Ventures,"North Palm Beach, Florida",2005,9450,Fiberglass,19,Mariah 19 SX,"Nautical Ventures
   ","North Palm Beach, FL",2005,9450,Fiberglass
200066,19,Mastercraft.ProStar 190,Ludington Yacht Sales,"Manistee, Michigan",1986,10900,Fiberglass,19,Mastercraft ProStar 190,"Ludington Yacht Sales
   ","Manistee, MI",1986,10900,Fiberglass
202235,19,Yamaha Marine.AR190,Beacon Light Marina,"Middle River, Maryland",2016,31400,Fiberglass,19,Yamaha Marine AR190,"Beacon Light Marina
   ","Middle River, MD",2016,31400,Fiberglass
208422,19,Monterey.204 Fs,Dry Harbour Marine,"Charlevoix, Michigan",2015,39266,Fiberglass,19,Monterey 204 FS,"Sales at Dry Harbour Marine
   ","Charlevoix, MI",2015,39266,Fiberglass
209429,19,Monterey.218 Super Sport ROSWELL SURF ,Lighthouse Harbor Marina,"LAKE WALLENPAUPACK, GREENTOWN, Pennsylvania",2016,75914,Fiberglass,19,Monterey 218 Super Sport ROSWELL SURF,"Lighthouse Harbor Marina
   ","LAKE WALLENPAUPACK, GREENTOWN, PA",2016,75914,Fiberglass
211751,19,Monterey.196 MS,Dry Harbour Marine,"Charlevoix, Michigan",2016,36367,Fiberglass,19,Monterey 196 MS,"Sales at Dry Harbour Marine
   ","Charlevoix, MI",2016,36367,Fiberglass
212425,19,Monterey.196 MS New Model,Tern Harbor Marina,"Hingham, Massachusetts",2015,27900,Fiberglass,19,Monterey 196 MS New Model,"Tern Harbor Marina LLC
   ","Hingham, MA",2015,27900,Fiberglass
216470,19,Sea Ray.185,Nautical Ventures,"Miami, Florida",2012,16990,Fiberglass,19,Sea Ray 185,"Nautical Ventures
   ","Miami, FL",2012,16990,Fiberglass
220847,19,Sea Ray.19 SPX Outboard,Hall Marine Group-Sea Ray of Charleston,United States,2017,Request Price,Fiberglass,19,Sea Ray 19 SPX Outboard,"Hall Marine Group
   ",United States,2017,,Fiberglass
221165,19,Sea Ray.19 SPX Outboard,MarineMax Norwalk,"Norwalk, Connecticut",2016,Request Price,Fiberglass,19,Sea Ray 19 SPX Outboard,"MarineMax Inc.
   ","Norwalk, CT",2016,Call for Price,Fiberglass
221495,19,Sea Ray.19 SPX,MarineMax Dallas,"Lewisville, Texas",2016,Request Price,Fiberglass,19,Sea Ray 19 SPX,"MarineMax Inc.
   ","Lewisville, TX",2016,Call for Price,Fiberglass
221824,19,Sea Ray.19 SPX,B & E Marine,"Michigan City, Indiana",2017,Request Price,Fiberglass,19,Sea Ray 19 SPX,"B & E Marine, Inc.
   ","Michigan City, IN",2017,Call for Price,Fiberglass
222158,19,Sea Ray.19 SPX,"B & E Marine, Inc.","Michigan City, Indiana",2017,Request Price,Fiberglass,19,Sea Ray 19 SPX,"B & E Marine, Inc.
   ","Michigan City, IN",2017,Call for Price,Fiberglass
222202,19,Sea Ray.19 SPX,"B & E Marine, Inc.","Michigan City, Indiana",2017,Request Price,Fiberglass,19,Sea Ray SPX 190,"MarineMax Inc.
   ","Panama City Beach, FL",2017,Call for Price,Fiberglass
222218,19,Sea Ray.19 SPX,"B & E Marine, Inc.","Michigan City, Indiana",2017,Request Price,Fiberglass,19,Sea Ray SPX 190 OB,"MarineMax Inc.
   ","Panama City Beach, FL",2017,Call for Price,Fiberglass
222516,19,Sea Ray.19 SPX Outboard,Hall Marine Group-Sea Ray of Charleston,"Charleston, South Carolina",2017,Request Price,Fiberglass,19,Sea Ray 19 SPX Outboard,"Hall Marine Group
   ","Charleston, SC",2017,,Fiberglass
222837,19,Sea Ray.19 SPX Outboard,MarineMax Westbrook,"Westbrook, Connecticut",2016,Request Price,Fiberglass,19,Sea Ray 19 SPX Outboard,"MarineMax Inc.
   ","Westbrook, CT",2016,Call for Price,Fiberglass
223158,19,Sea Ray.19 SPX,MarineMax Long Island,"Lindenhurst, New York",2016,Request Price,Fiberglass,19,Sea Ray 19 SPX,"MarineMax Inc.
   ","Lindenhurst, NY",2016,Call for Price,Fiberglass
223498,19,Sea Ray.19 SPX,MarineMax Gulf Shores,"Gulf Shores, Alabama",2016,Request Price,Fiberglass,19,Sea Ray 19 SPX,"MarineMax Inc.
   ","Gulf Shores, AL",2016,Call for Price,Fiberglass
223835,19,Sea Ray.19 SPX Outboard,MarineMax Houston,"Seabrook, Texas",2016,Request Price,Fiberglass,19,Sea Ray 19 SPX Outboard,"MarineMax Inc.
   ","Seabrook, TX",2016,Call for Price,Fiberglass
223836,19,Sea Ray.19 SPX Outboard,MarineMax Houston,"Seabrook, Texas",2016,Request Price,Fiberglass,19,Sea Ray 19 SPX Outboard,"MarineMax Inc.
   ","Seabrook, TX",2016,Call for Price,Fiberglass
223838,19,Sea Ray.19 SPX Outboard,MarineMax Houston,"Seabrook, Texas",2016,Request Price,Fiberglass,19,Sea Ray 19 SPX Outboard,"MarineMax Inc.
   ","Seabrook, TX",2016,Call for Price,Fiberglass
224483,19,Sea Ray.19 SPX,MarineMax Houston,"Seabrook, Texas",2016,Request Price,Fiberglass,19,Sea Ray 19 SPX,"MarineMax Inc.
   ","Seabrook, TX",2016,Call for Price,Fiberglass
224491,19,Sea Ray.19 SPX,MarineMax Houston,"Seabrook, Texas",2016,Request Price,Fiberglass,19,Sea Ray 19 SPX,"MarineMax Inc.
   ","Seabrook, TX",2016,Call for Price,Fiberglass
224492,19,Sea Ray.19 SPX,MarineMax Houston,"Seabrook, Texas",2016,Request Price,Fiberglass,19,Sea Ray 19 SPX,"MarineMax Inc.
   ","Seabrook, TX",2016,31345,Fiberglass
224831,19,Sea Ray.19 SPX,MarineMax Orlando,"Orlando, Florida",2016,Request Price,Fiberglass,19,Sea Ray 19 SPX,"MarineMax Inc.
   ","Orlando, FL",2016,Call for Price,Fiberglass
224832,19,Sea Ray.19 SPX,MarineMax Orlando,"Orlando, Florida",2016,Request Price,Fiberglass,19,Sea Ray 19 SPX,"MarineMax Inc.
   ","Orlando, FL",2016,Call for Price,Fiberglass
225171,19,Sea Ray.19 SPX Outboard,MarineMax Houston,"Seabrook, Texas",2016,Request Price,Fiberglass,19,Sea Ray 19 SPX Outboard,"MarineMax Inc.
   ","Seabrook, TX",2016,Call for Price,Fiberglass
225172,19,Sea Ray.19 SPX Outboard,MarineMax Houston,"Seabrook, Texas",2016,Request Price,Fiberglass,19,Sea Ray 19 SPX Outboard,"MarineMax Inc.
   ","Seabrook, TX",2016,Call for Price,Fiberglass
225174,19,Sea Ray.19 SPX Outboard,MarineMax Houston,"Seabrook, Texas",2016,Request Price,Fiberglass,19,Sea Ray 19 SPX Outboard,"MarineMax Inc.
   ","Seabrook, TX",2016,Call for Price,Fiberglass
225499,19,Sea Ray.19 SPX,MarineMax Orlando,"Orlando, Florida",2016,Request Price,Fiberglass,19,Sea Ray 19 SPX,"MarineMax Inc.
   ","Orlando, FL",2016,Call for Price,Fiberglass
225500,19,Sea Ray.19 SPX,MarineMax Orlando,"Orlando, Florida",2016,Request Price,Fiberglass,19,Sea Ray 19 SPX,"MarineMax Inc.
   ","Orlando, FL",2016,Call for Price,Fiberglass
225839,19,Sea Ray.19 SPX Outboard,MarineMax Houston,"Seabrook, Texas",2016,Request Price,Fiberglass,19,Sea Ray 19 SPX Outboard,"MarineMax Inc.
   ","Seabrook, TX",2016,Call for Price,Fiberglass
225840,19,Sea Ray.19 SPX Outboard,MarineMax Houston,"Seabrook, Texas",2016,Request Price,Fiberglass,19,Sea Ray 19 SPX Outboard,"MarineMax Inc.
   ","Seabrook, TX",2016,Call for Price,Fiberglass
225842,19,Sea Ray.19 SPX Outboard,MarineMax Houston,"Seabrook, Texas",2016,Request Price,Fiberglass,19,Sea Ray 19 SPX Outboard,"MarineMax Inc.
   ","Seabrook, TX",2016,Call for Price,Fiberglass
