_id,ltable_index,rtable_index,ltable_Length_ft,ltable_make_model,ltable_seller,ltable_location,ltable_year,rtable_Length_ft,rtable_Make_Model,rtable_seller,rtable_location,rtable_year
2748783,7170,3348,20,Regal.1900 ES Bowrider,AM PM MARINE,"Pasadena, Maryland",2016,20,Regal 2000 ES Bowrider,"AM PM MARINE
   ","Pasadena, MD",2016
2748857,7170,3422,20,Regal.1900 ES Bowrider,AM PM MARINE,"Pasadena, Maryland",2016,20,Regal 1900 ES Bowrider,"AM PM MARINE
   ","Pasadena, MD",2016
2748862,7170,3427,20,Regal.1900 ES Bowrider,AM PM MARINE,"Pasadena, Maryland",2016,20,Regal 1900 ESX Bowrider,"AM PM MARINE
   ","Pasadena, MD",2016
2750814,7176,3417,20,Regal.1900 ES Bowrider,Sheltered Cove Marina,"Tuckerton, New Jersey",2017,20,Regal 1900 ES Bowrider,"Sheltered Cove Marina
   ","Tuckerton, NJ",2017
2751733,7179,3355,20,Regal.1900 ES Bowrider,CenterPointe Yacht Sales,United States,2017,20,Regal 2000 ESX Bowrider,"CenterPointe Yacht Sales
   ",United States,2017
2751796,7179,3418,20,Regal.1900 ES Bowrider,CenterPointe Yacht Sales,United States,2017,20,Regal 1900 ES Bowrider,"CenterPointe Yacht Sales
   ",United States,2017
2752124,7180,3419,20,Pioneer.197 Venture,Bridge Marine Sales,United States,2017,20,Pioneer 197 Venture,"Bridge Marine Sales
   ",United States,2017
2752468,7181,3436,20,Regal.1900 ESX Bowrider,Strong's Marine,"Mattituck, New York",2015,20,Regal 1900 ESX Bowrider,"Strong's Marine
   ","Mattituck, NY",2015
2791715,7301,3443,20,Four Winns.H200,Boulder Boats,"Henderson, Nevada",2008,20,Four Winns H200,"Boulder Boats
   ","Henderson, NV",2008
2792694,7304,3441,20,Sea Ray.185 Sport,Krenzer Marine,"Sodus Point, New York",2012,20,Sea Ray 185 Sport,"Krenzer Marine
   ","Sodus Point, NY",2012
2792700,7304,3447,20,Sea Ray.185 Sport,Krenzer Marine,"Sodus Point, New York",2012,20,Sea Ray 190 Sport,"Waterfront Marine Yacht Sales-New Jersey
   ","Somers Point, NJ",2012
2794660,7310,3445,20,Chaparral.190 SSi,Waterfront Marine Yacht Sales,"Somers Point, New Jersey",2006,20,Chaparral 190 SSi,"Waterfront Marine Yacht Sales-New Jersey
   ","Somers Point, NJ",2006
2795978,7314,3455,20,Sea Ray.185 Sport,Sea D.A. Yachts,"Virginia Beach, Virginia",2006,20,Sea Ray 185 Sport,"Sea D.A. Yachts
   ","Virginia Beach, VA",2006
2796960,7317,3456,20,Sea Ray.185 Sport,Prince William Marina,"Woodbridge, Virginia",2006,20,Sea Ray 185 Sport,"Prince William Marina
   ","Woodbridge, VA",2006
2798591,7322,3452,20,Sea Ray.185 Sport,Sea D.A. Yachts,"Virginia Beach, Virginia",2008,20,Sea Ray 185 Sport,"Sea D.A. Yachts
   ","Virginia Beach, VA",2008
2799886,7326,3439,20,Sea Ray.185 Sport,Castaways Yacht Club - Port Washington,"Long Island, New York",2008,20,Sea Ray 185 Sport,"Castaways Yacht Club
   ","Long Island, NY",2008
2802495,7334,3432,20,Sea Ray.190 Sport,Hall Marine Group,United States,2014,20,Sea Ray 190 Sport,"Marina Marbella Group
   ","poole, Dorset, United Kingdom",2014
2802511,7334,3448,20,Sea Ray.190 Sport,Hall Marine Group,United States,2014,20,Sea Ray 190 Sport,"Hall Marine Group
   ",United States,2014
2802512,7334,3449,20,Sea Ray.190 Sport,Hall Marine Group,United States,2014,20,Sea Ray 190 Sport,"Marina Marbella Group
   ",United Kingdom,2014
2802513,7334,3450,20,Sea Ray.190 Sport,Hall Marine Group,United States,2014,20,Sea Ray 190 Sport,"Hall Marine Group
   ",United States,2014
2802514,7334,3451,20,Sea Ray.190 Sport,Hall Marine Group,United States,2014,20,Sea Ray 190 Sport,"Hall Marine Group
   ",United States,2014
2802516,7334,3453,20,Sea Ray.190 Sport,Hall Marine Group,United States,2014,20,Sea Ray 190 Sport,"Hall Marine Group
   ",United States,2014
2803158,7336,3441,20,Sea Ray.190 Sport,Waterfront Marine Yacht Sales,"Somers Point, New Jersey",2012,20,Sea Ray 185 Sport,"Krenzer Marine
   ","Sodus Point, NY",2012
2803164,7336,3447,20,Sea Ray.190 Sport,Waterfront Marine Yacht Sales,"Somers Point, New Jersey",2012,20,Sea Ray 190 Sport,"Waterfront Marine Yacht Sales-New Jersey
   ","Somers Point, NJ",2012
2804146,7339,3448,20,Sea Ray.190 Sport,Hall Marine Group-Sea Ray of Savannah,United States,2014,20,Sea Ray 190 Sport,"Hall Marine Group
   ",United States,2014
2804148,7339,3450,20,Sea Ray.190 Sport,Hall Marine Group-Sea Ray of Savannah,United States,2014,20,Sea Ray 190 Sport,"Hall Marine Group
   ",United States,2014
2804149,7339,3451,20,Sea Ray.190 Sport,Hall Marine Group-Sea Ray of Savannah,United States,2014,20,Sea Ray 190 Sport,"Hall Marine Group
   ",United States,2014
2804151,7339,3453,20,Sea Ray.190 Sport,Hall Marine Group-Sea Ray of Savannah,United States,2014,20,Sea Ray 190 Sport,"Hall Marine Group
   ",United States,2014
2804800,7341,3448,20,Sea Ray.190 Sport,Hall Marine Group-Sea Ray of Columbia,United States,2014,20,Sea Ray 190 Sport,"Hall Marine Group
   ",United States,2014
2804802,7341,3450,20,Sea Ray.190 Sport,Hall Marine Group-Sea Ray of Columbia,United States,2014,20,Sea Ray 190 Sport,"Hall Marine Group
   ",United States,2014
2804803,7341,3451,20,Sea Ray.190 Sport,Hall Marine Group-Sea Ray of Columbia,United States,2014,20,Sea Ray 190 Sport,"Hall Marine Group
   ",United States,2014
2804805,7341,3453,20,Sea Ray.190 Sport,Hall Marine Group-Sea Ray of Columbia,United States,2014,20,Sea Ray 190 Sport,"Hall Marine Group
   ",United States,2014
2805127,7342,3448,20,Sea Ray.190 Sport,Hall Marine Group-Sea Ray of Columbia,United States,2014,20,Sea Ray 190 Sport,"Hall Marine Group
   ",United States,2014
2805129,7342,3450,20,Sea Ray.190 Sport,Hall Marine Group-Sea Ray of Columbia,United States,2014,20,Sea Ray 190 Sport,"Hall Marine Group
   ",United States,2014
2805130,7342,3451,20,Sea Ray.190 Sport,Hall Marine Group-Sea Ray of Columbia,United States,2014,20,Sea Ray 190 Sport,"Hall Marine Group
   ",United States,2014
2805132,7342,3453,20,Sea Ray.190 Sport,Hall Marine Group-Sea Ray of Columbia,United States,2014,20,Sea Ray 190 Sport,"Hall Marine Group
   ",United States,2014
2810048,7357,3464,20,Monterey.197 Blackfin,North Florida Yacht Sales,"Jacksonville, Florida",2017,20,Monterey 197 Blackfin,"North Florida Yacht Sales
   ","Jacksonville, FL",2017
2812022,7363,3476,20,Chaparral.196 SSi,Hyannis Marina,Hyannis,2011,20,Chaparral 196 SSi,"Hyannis Marina
   ","Hyannis, United States",2011
2813639,7368,3458,20,2005 Stingray.185 LX,Power Yachts International,"Cape Coral, Florida",2005,20,2005 Stingray 185 LX,"Power Yachts International
   ","Cape Coral, FL",2005
2815281,7373,3465,20,Sea Ray.19 SPX,"B & E Marine, Inc.","Michigan City, Indiana",2017,20,Sea Ray 19 SPX,"B & E Marine, Inc.
   ","Michigan City, IN",2017
2816269,7376,3472,20,Chaparral.196 SSi,Waterfront Marine Yacht Sales,"Somers Point, New Jersey",2001,20,Chaparral 196 SSi,"Waterfront Marine Yacht Sales-New Jersey
   ","Somers Point, NJ",2001
2818884,7384,3471,20,Four Winns.200 Horizon,Grand Bay Marine,"Traverse City, Michigan",2002,20,Four Winns 200 Horizon,"Grand Bay Marine
   ","Traverse City, MI",2002
2819536,7386,3469,20,Monterey.196 Montura,North Florida Yacht Sales,"Jacksonville, Florida",2017,20,Monterey 196 Montura,"North Florida Yacht Sales
   ","Jacksonville, FL",2017
2822162,7394,3479,20,Sea Ray.19 SPX,Saba Marine,"Colchester, Vermont",2017,20,Sea Ray 19 SPX,"Saba Marine
   ","Colchester, VT",2017
2827070,7409,3482,20,Sea Ray.19 SPX,Captain's Choice of Pickwick,"Pickwick Lake TN, Mississippi",2016,20,Sea Ray 19 SPX,"Captain's Choice of Pickwick
   ","Pickwick Lake TN, MS",2016
2827071,7409,3483,20,Sea Ray.19 SPX,Captain's Choice of Pickwick,"Pickwick Lake TN, Mississippi",2016,20,Sea Ray 19 SPX,"Captain's Choice of Pickwick
   ","Pickwick Lake TN, MS",2016
2828051,7412,3482,20,Sea Ray.19 SPX,Captain's Choice of Pickwick,"Pickwick Lake TN, Mississippi",2016,20,Sea Ray 19 SPX,"Captain's Choice of Pickwick
   ","Pickwick Lake TN, MS",2016
2828052,7412,3483,20,Sea Ray.19 SPX,Captain's Choice of Pickwick,"Pickwick Lake TN, Mississippi",2016,20,Sea Ray 19 SPX,"Captain's Choice of Pickwick
   ","Pickwick Lake TN, MS",2016
2828383,7413,3487,20,Sea Ray.19 SPX,"B & E Marine, Inc.","Michigan City, Indiana",2016,20,Sea Ray 19 SPX,"B & E Marine, Inc.
   ","Michigan City, IN",2016
2829357,7416,3480,20,Sea Ray.19 SPX,"B & E Marine, Inc.",United States,2016,20,Sea Ray 19 SPX,"B & E Marine, Inc.
   ",United States,2016
2830012,7418,3481,20,Sea Ray.19 SPX,Lake Union Sea Ray (Bellingham Store),"Bellingham, Washington",2016,20,Sea Ray 19 SPX,"Lake Union Sea Ray
   ","Bellingham, WA",2016
2830335,7419,3477,20,Sea Ray.19 SPX,Lake Union Sea Ray (Fife Store),"Fife, Washington",2016,20,Sea Ray 19 SPX,"Lake Union Sea Ray
   ","Fife, WA",2016
2830675,7420,3492,20,Sea Ray.19 SPX OB,Modern Yachts,"Mattituck, New York",2017,20,Sea Ray 19 SPX OB,"Modern Yachts
   ","Mattituck, NY",2017
2835254,7434,3493,20,Sea Ray.19 SPX OB,Irish Boat Shop - Harbor Springs,"Northern, Michigan",2016,20,Sea Ray 19 SPX OB,"Irish Boat Shop
   ","Northern, MI",2016
2836230,7437,3486,20,Sea Ray.19 SPX,Nunmaker Yachts,"Madisonville, Louisiana",2016,20,Sea Ray 19 SPX,"Nunmaker Yachts
   ","Madisonville, LA",2016
2836237,7437,3495,20,Sea Ray.19 SPX,Nunmaker Yachts,"Madisonville, Louisiana",2016,20,Sea Ray 19 SPX,"Nunmaker Yachts
   ","Madisonville, LA",2016
2836560,7438,3491,20,Sea Ray.19 SPX OB,Hyannis Marina,"Buzzards Bay, Massachusetts",2016,20,Sea Ray 19 SPX OB,"Hyannis Marina
   ","Buzzards Bay, MA",2016
2836884,7439,3486,20,Sea Ray.19 SPX,Nunmaker Yachts,"Madisonville, Louisiana",2016,20,Sea Ray 19 SPX,"Nunmaker Yachts
   ","Madisonville, LA",2016
2836891,7439,3495,20,Sea Ray.19 SPX,Nunmaker Yachts,"Madisonville, Louisiana",2016,20,Sea Ray 19 SPX,"Nunmaker Yachts
   ","Madisonville, LA",2016
2841464,7453,3490,20,Stingray.195 LS/LX,Hall Marine Group-Sea Ray of Columbia,United States,2012,20,Stingray 195 LS/LX,"Hall Marine Group
   ",United States,2012
2842717,8434,3834,18,Chaparral.18 H20 Sport Bowrider,Sunrise Marine,"Mary Esther, Florida",2017,18,Chaparral 18 H20 Sport Bowrider,"Sunrise Marine - Boat Sales, Service & Parts
   ","Mary Esther, FL",2017
2843781,8444,4020,18,Glastron.GT 185,Lynnhaven Marine,"Virginia Beach, Virginia",2008,18,Sea Ray 185,"COMPLETE MARINE
   ","Pompano Beach, FL",2008
2843787,8444,4026,18,Glastron.GT 185,Lynnhaven Marine,"Virginia Beach, Virginia",2008,18,Sea Ray 185 Sport,"Legendary Marine
   ","Fort Walton Beach, FL",2008
2844176,8446,3824,18,Glastron.MX 185,Great Bay Marine- Islip Terrace,"Islip Terrace, New York",2012,18,Glastron MX 185,"Great Bay Marine- Islip Terrace
   ","Islip Terrace, NY",2012
2848573,8461,3829,18,Stingray.185 LS/LX,Grand Bay Marine,"Traverse City, Michigan",2011,18,Stingray 185 LS/LX,"Grand Bay Marine
   ","Traverse City, MI",2011
2854744,8482,3849,18,Bayliner.Element XL,Fox Chapel Marine,"PITTSBURGH, Pennsylvania",2017,18,Bayliner Element XL,"Fox Chapel Marine
   ","PITTSBURGH, PA",2017
2854811,8482,3916,18,Bayliner.Element XL,Fox Chapel Marine,"PITTSBURGH, Pennsylvania",2017,18,Bayliner Element 180 XL,"Fox Chapel Marine
   ","Pittsburgh, PA",2017
2856490,8488,3836,18,Chaparral.190 SSi,North Bay Marina,"Selbyville, Delaware",2005,18,Chaparral 190 SSi,"North Bay Marina
   ","Selbyville, DE",2005
2857373,8491,3840,18,Chaparral.18 Sport H2O,The Nautic Group,"Kemah, Texas",2013,18,Chaparral 18 Sport H2O,"The Nautic Group
   ","Kemah, TX",2013
2857663,8492,3837,18,Chaparral.180 SSi,Pennybridge Marine,"Stony Point, New York",2005,18,Chaparral 180 SSi,"Pennybridge Marine
   ","Stony Point, NY",2005
2858548,8495,3844,18,Bayliner.Element F18,Dredge Harbor Boat Center LLC.,"Delran, New Jersey",2016,18,Bayliner Element F18,"Dredge Harbor Boat Center LLC.
   ","Delran, NJ",2016
2859135,8497,3845,18,Bayliner.Element F18,Lake Union Sea Ray (Fife Store),"Fife, Washington",2016,18,Bayliner Element F18,"Lake Union Sea Ray
   ","Fife, WA",2016
2860898,8503,3850,18,Bayliner.Element XL,Lake Union Sea Ray,"Seattle, Washington",2016,18,Bayliner Element XL,"Lake Union Sea Ray
   ","Seattle, WA",2016
2863037,8510,3938,18,Bayliner.Element XL,Lynnhaven Marine,"Virginia Beach, Virginia",2017,18,Bayliner Element XL,"Aloha Marine Center
   ","daytona beach/ holly hill, FL",2017
2865622,8519,3886,18,Angler Boats.,Florida Yacht Group,"Tavernier, Florida",2008,18,Angler ,"Florida Yacht Group
   ","Tavernier, FL",2008
2866649,8522,4034,18,Sea Ray w 220 HP Tower.185 Sport,Nunmaker Yachts,"Madisonville, Louisiana",2008,18,Sea Ray w 220 HP Tower 185 Sport,"Nunmaker Yachts
   ","Madisonville, LA",2008
2873824,8547,3884,18,Bayliner.175 Bowrider with Mooring,Dixon Yachts International Inc.,"Newport Beach, California",2007,18,Bayliner 175 Bowrider with Mooring,"Dixon Yachts International Inc.
   ","Newport Beach, CA",2007
2874155,8548,3922,18,Bayliner.Element 180,Sea Ray of Louisville,"Louisville, Kentucky",2017,18,Bayliner Element 180,"Sea Ray of Cincinnati
   ","Louisville, KY",2017
2874947,8551,3834,18,Bayliner.180 Bowrider,Harbor View Marine,"Pensacola, Fl / Orange Beach, Alabama",2017,18,Chaparral 18 H20 Sport Bowrider,"Sunrise Marine - Boat Sales, Service & Parts
   ","Mary Esther, FL",2017
2875884,8554,3893,18,Bayliner.18' BR,Port Harbor Marine,"Raymond, Maine",2014,18,Bayliner 18' BR,"Port Harbor Marine
   ","Raymond, ME",2014
2876758,8557,3888,18,Bayliner.180 Element XL,Port Harbor Marine,"Raymond, Maine",2017,18,Bayliner 180 Element XL,"Port Harbor Marine
   ","Raymond, ME",2017
2879976,8568,3883,18,Bayliner.180 Bowrider,Lake Union Sea Ray (Bellingham Store),"Bellingham, Washington",2016,18,Bayliner 180 Bowrider,"Lake Union Sea Ray
   ","Bellingham, WA",2016
2880199,8568,4106,18,Bayliner.180 Bowrider,Lake Union Sea Ray (Bellingham Store),"Bellingham, Washington",2016,18,Bayliner 175 Bowrider,"Lake Union Sea Ray
   ","Bellingham, WA",2016
2880528,8570,3849,18,Bayliner.Element 180 XL,Fox Chapel Marine,"Pittsburgh, Pennsylvania",2017,18,Bayliner Element XL,"Fox Chapel Marine
   ","PITTSBURGH, PA",2017
2880595,8570,3916,18,Bayliner.Element 180 XL,Fox Chapel Marine,"Pittsburgh, Pennsylvania",2017,18,Bayliner Element 180 XL,"Fox Chapel Marine
   ","Pittsburgh, PA",2017
2883498,8580,3889,18,Bayliner.180 Bowrider,Lucky Dog Yacht Sales,"Venice, Florida",2013,18,Bayliner 180 Bowrider,"Lucky Dog Yacht Sales
   ","Venice, FL",2013
2886431,8590,3892,18,Bayliner.180 LE Bowrider,Sunrise Marine,"Mary Esther, Florida",2006,18,Bayliner 180 LE Bowrider,"Sunrise Marine - Boat Sales, Service & Parts
   ","Mary Esther, FL",2006
2887546,8594,3834,18,Bayliner.185 Bowrider,Harbor View Marine,"Pensacola, Fl / Orange Beach, Alabama",2017,18,Chaparral 18 H20 Sport Bowrider,"Sunrise Marine - Boat Sales, Service & Parts
   ","Mary Esther, FL",2017
2888778,8598,3895,18,Bayliner.185 Bowrider,Lake Union Sea Ray,"Seattle, Washington",2015,18,Bayliner 185 Bowrider,"Lake Union Sea Ray
   ","Seattle, WA",2015
2889669,8601,3907,18,Bayliner.185 Bowrider,Fox Chapel Marine,"Pittsburgh, Pennsylvania",2015,18,Bayliner 185 Bowrider,"Fox Chapel Marine
   ","Pittsburgh, PA",2015
2894930,8619,3894,18,Bayliner.185 Bowrider,New Jersey Outboards,"Bayville, New Jersey",2013,18,Bayliner 185 Bowrider,"New Jersey Outboards
   ","Bayville, NJ",2013
2895521,8621,3899,18,Bayliner.185 Bowrider,Foster Yacht Sales,"Edgewater, Maryland",2014,18,Bayliner 185 Bowrider,"Foster Yacht Sales
   ","Edgewater, MD",2014
2896695,8625,3901,18,Bayliner.185 Bowrider,Grand Slam Yacht & Boat Sales,"MOREHEAD CITY , North Carolina",2012,18,Bayliner 185 Bowrider,"Grand Slam Yacht & Boat Sales
   ","MOREHEAD CITY , NC",2012
2897291,8627,3911,18,Bayliner.185 Bowrider,Beacon Light Marina,"Middle River, Maryland",2012,18,Bayliner 185 Bowrider,"Beacon Light Marina
   ","Middle River, MD",2012
2901102,8640,3913,18,Bayliner.185 Bowrider,Boat Brokers LKN,"Cornelius, North Carolina",2008,18,Bayliner 185 Bowrider,"Boat Brokers LKN
   ","Cornelius, NC",2008
2903717,8649,3891,18,Bayliner.185 Bowrider,Aquarius Boat Sales,"Freehold Twp., New Jersey",2011,18,Bayliner 185 Bowrider,"Aquarius Boat Sales
   ","Freehold Twp., NJ",2011
2907836,8663,3908,18,Bayliner.185 Bowrider,Fox Chapel Marine,"Pittsburgh, Pennsylvania",2007,18,Bayliner 185 Bowrider,"Fox Chapel Marine
   ","Pittsburgh, PA",2007
2908125,8664,3904,18,Bayliner.185 Flight,Great Lakes Yacht Brokers,"Syracuse, New York",2007,18,Bayliner 185 Flight,"Great Lakes Yacht Brokers
   ","Syracuse, NY",2007
2911947,8677,3917,18,Bayliner.196BR Discovery,Aloha Marine Internet Sales,"daytona beach/holly hill, Florida",2013,18,Bayliner 196BR Discovery,"Aloha Marine Center
   ","daytona beach/holly hill, FL",2013
2913698,8683,3910,18,Bayliner.195 DB,Fox Chapel Marine,"PITTSBURGH, Pennsylvania",2017,18,Bayliner 195 DB,"Fox Chapel Marine
   ","PITTSBURGH, PA",2017
2914579,8686,3912,18,Bayliner.Element XL,Harbor View Marine,"Pensacola, Fl / Orange Beach, Alabama",2017,18,Bayliner Element XL,"Aloha Marine Center
   ","daytona beach/holly hill, FL",2017
2914581,8686,3914,18,Bayliner.Element XL,Harbor View Marine,"Pensacola, Fl / Orange Beach, Alabama",2017,18,Bayliner Element XL,"Aloha Marine Center
   ","daytona beach/holly hill, FL",2017
2914585,8686,3918,18,Bayliner.Element XL,Harbor View Marine,"Pensacola, Fl / Orange Beach, Alabama",2017,18,Bayliner Element XL,"Aloha Marine Center
   ","daytona beach/holly hill, FL",2017
2914587,8686,3920,18,Bayliner.Element XL,Harbor View Marine,"Pensacola, Fl / Orange Beach, Alabama",2017,18,Bayliner Element XL,"Aloha Marine Center
   ","daytona beach/holly hill, FL",2017
2914594,8686,3927,18,Bayliner.Element XL,Harbor View Marine,"Pensacola, Fl / Orange Beach, Alabama",2017,18,Bayliner Element XL,"Aloha Marine Center
   ","daytona beach/holly hill, FL",2017
2914595,8686,3928,18,Bayliner.Element XL,Harbor View Marine,"Pensacola, Fl / Orange Beach, Alabama",2017,18,Bayliner Element XL,"Aloha Marine Center
   ","daytona beach/holly hill, FL",2017
2914605,8686,3938,18,Bayliner.Element XL,Harbor View Marine,"Pensacola, Fl / Orange Beach, Alabama",2017,18,Bayliner Element XL,"Aloha Marine Center
   ","daytona beach/ holly hill, FL",2017
2914607,8686,3940,18,Bayliner.Element XL,Harbor View Marine,"Pensacola, Fl / Orange Beach, Alabama",2017,18,Bayliner Element XL,"Aloha Marine Center
   ","daytona beach/holly hill, FL",2017
2914872,8687,3912,18,Bayliner.Element XL,Aloha Marine Internet Sales,"daytona beach/holly hill, Florida",2017,18,Bayliner Element XL,"Aloha Marine Center
   ","daytona beach/holly hill, FL",2017
2914874,8687,3914,18,Bayliner.Element XL,Aloha Marine Internet Sales,"daytona beach/holly hill, Florida",2017,18,Bayliner Element XL,"Aloha Marine Center
   ","daytona beach/holly hill, FL",2017
2914878,8687,3918,18,Bayliner.Element XL,Aloha Marine Internet Sales,"daytona beach/holly hill, Florida",2017,18,Bayliner Element XL,"Aloha Marine Center
   ","daytona beach/holly hill, FL",2017
2914880,8687,3920,18,Bayliner.Element XL,Aloha Marine Internet Sales,"daytona beach/holly hill, Florida",2017,18,Bayliner Element XL,"Aloha Marine Center
   ","daytona beach/holly hill, FL",2017
2914887,8687,3927,18,Bayliner.Element XL,Aloha Marine Internet Sales,"daytona beach/holly hill, Florida",2017,18,Bayliner Element XL,"Aloha Marine Center
   ","daytona beach/holly hill, FL",2017
2914888,8687,3928,18,Bayliner.Element XL,Aloha Marine Internet Sales,"daytona beach/holly hill, Florida",2017,18,Bayliner Element XL,"Aloha Marine Center
   ","daytona beach/holly hill, FL",2017
2914898,8687,3938,18,Bayliner.Element XL,Aloha Marine Internet Sales,"daytona beach/holly hill, Florida",2017,18,Bayliner Element XL,"Aloha Marine Center
   ","daytona beach/ holly hill, FL",2017
2914900,8687,3940,18,Bayliner.Element XL,Aloha Marine Internet Sales,"daytona beach/holly hill, Florida",2017,18,Bayliner Element XL,"Aloha Marine Center
   ","daytona beach/holly hill, FL",2017
2915458,8689,3912,18,Bayliner.Element XL,Aloha Marine Internet Sales,"daytona beach/holly hill, Florida",2017,18,Bayliner Element XL,"Aloha Marine Center
   ","daytona beach/holly hill, FL",2017
2915460,8689,3914,18,Bayliner.Element XL,Aloha Marine Internet Sales,"daytona beach/holly hill, Florida",2017,18,Bayliner Element XL,"Aloha Marine Center
   ","daytona beach/holly hill, FL",2017
2915464,8689,3918,18,Bayliner.Element XL,Aloha Marine Internet Sales,"daytona beach/holly hill, Florida",2017,18,Bayliner Element XL,"Aloha Marine Center
   ","daytona beach/holly hill, FL",2017
2915466,8689,3920,18,Bayliner.Element XL,Aloha Marine Internet Sales,"daytona beach/holly hill, Florida",2017,18,Bayliner Element XL,"Aloha Marine Center
   ","daytona beach/holly hill, FL",2017
2915473,8689,3927,18,Bayliner.Element XL,Aloha Marine Internet Sales,"daytona beach/holly hill, Florida",2017,18,Bayliner Element XL,"Aloha Marine Center
   ","daytona beach/holly hill, FL",2017
2915474,8689,3928,18,Bayliner.Element XL,Aloha Marine Internet Sales,"daytona beach/holly hill, Florida",2017,18,Bayliner Element XL,"Aloha Marine Center
   ","daytona beach/holly hill, FL",2017
2915484,8689,3938,18,Bayliner.Element XL,Aloha Marine Internet Sales,"daytona beach/holly hill, Florida",2017,18,Bayliner Element XL,"Aloha Marine Center
   ","daytona beach/ holly hill, FL",2017
2915486,8689,3940,18,Bayliner.Element XL,Aloha Marine Internet Sales,"daytona beach/holly hill, Florida",2017,18,Bayliner Element XL,"Aloha Marine Center
   ","daytona beach/holly hill, FL",2017
2915751,8690,3912,18,Bayliner.Element XL,Aloha Marine Internet Sales,"daytona beach/holly hill, Florida",2017,18,Bayliner Element XL,"Aloha Marine Center
   ","daytona beach/holly hill, FL",2017
2915753,8690,3914,18,Bayliner.Element XL,Aloha Marine Internet Sales,"daytona beach/holly hill, Florida",2017,18,Bayliner Element XL,"Aloha Marine Center
   ","daytona beach/holly hill, FL",2017
2915757,8690,3918,18,Bayliner.Element XL,Aloha Marine Internet Sales,"daytona beach/holly hill, Florida",2017,18,Bayliner Element XL,"Aloha Marine Center
   ","daytona beach/holly hill, FL",2017
2915759,8690,3920,18,Bayliner.Element XL,Aloha Marine Internet Sales,"daytona beach/holly hill, Florida",2017,18,Bayliner Element XL,"Aloha Marine Center
   ","daytona beach/holly hill, FL",2017
2915766,8690,3927,18,Bayliner.Element XL,Aloha Marine Internet Sales,"daytona beach/holly hill, Florida",2017,18,Bayliner Element XL,"Aloha Marine Center
   ","daytona beach/holly hill, FL",2017
2915767,8690,3928,18,Bayliner.Element XL,Aloha Marine Internet Sales,"daytona beach/holly hill, Florida",2017,18,Bayliner Element XL,"Aloha Marine Center
   ","daytona beach/holly hill, FL",2017
2915777,8690,3938,18,Bayliner.Element XL,Aloha Marine Internet Sales,"daytona beach/holly hill, Florida",2017,18,Bayliner Element XL,"Aloha Marine Center
   ","daytona beach/ holly hill, FL",2017
2915779,8690,3940,18,Bayliner.Element XL,Aloha Marine Internet Sales,"daytona beach/holly hill, Florida",2017,18,Bayliner Element XL,"Aloha Marine Center
   ","daytona beach/holly hill, FL",2017
2916337,8692,3912,18,Bayliner.Element XL,Aloha Marine Internet Sales,"daytona beach/holly hill, Florida",2017,18,Bayliner Element XL,"Aloha Marine Center
   ","daytona beach/holly hill, FL",2017
2916339,8692,3914,18,Bayliner.Element XL,Aloha Marine Internet Sales,"daytona beach/holly hill, Florida",2017,18,Bayliner Element XL,"Aloha Marine Center
   ","daytona beach/holly hill, FL",2017
2916343,8692,3918,18,Bayliner.Element XL,Aloha Marine Internet Sales,"daytona beach/holly hill, Florida",2017,18,Bayliner Element XL,"Aloha Marine Center
   ","daytona beach/holly hill, FL",2017
2916345,8692,3920,18,Bayliner.Element XL,Aloha Marine Internet Sales,"daytona beach/holly hill, Florida",2017,18,Bayliner Element XL,"Aloha Marine Center
   ","daytona beach/holly hill, FL",2017
2916352,8692,3927,18,Bayliner.Element XL,Aloha Marine Internet Sales,"daytona beach/holly hill, Florida",2017,18,Bayliner Element XL,"Aloha Marine Center
   ","daytona beach/holly hill, FL",2017
2916353,8692,3928,18,Bayliner.Element XL,Aloha Marine Internet Sales,"daytona beach/holly hill, Florida",2017,18,Bayliner Element XL,"Aloha Marine Center
   ","daytona beach/holly hill, FL",2017
2916363,8692,3938,18,Bayliner.Element XL,Aloha Marine Internet Sales,"daytona beach/holly hill, Florida",2017,18,Bayliner Element XL,"Aloha Marine Center
   ","daytona beach/ holly hill, FL",2017
2916365,8692,3940,18,Bayliner.Element XL,Aloha Marine Internet Sales,"daytona beach/holly hill, Florida",2017,18,Bayliner Element XL,"Aloha Marine Center
   ","daytona beach/holly hill, FL",2017
2916923,8694,3912,18,Bayliner.Element XL,Aloha Marine Internet Sales,"daytona beach/holly hill, Florida",2017,18,Bayliner Element XL,"Aloha Marine Center
   ","daytona beach/holly hill, FL",2017
2916925,8694,3914,18,Bayliner.Element XL,Aloha Marine Internet Sales,"daytona beach/holly hill, Florida",2017,18,Bayliner Element XL,"Aloha Marine Center
   ","daytona beach/holly hill, FL",2017
2916929,8694,3918,18,Bayliner.Element XL,Aloha Marine Internet Sales,"daytona beach/holly hill, Florida",2017,18,Bayliner Element XL,"Aloha Marine Center
   ","daytona beach/holly hill, FL",2017
2916931,8694,3920,18,Bayliner.Element XL,Aloha Marine Internet Sales,"daytona beach/holly hill, Florida",2017,18,Bayliner Element XL,"Aloha Marine Center
   ","daytona beach/holly hill, FL",2017
2916938,8694,3927,18,Bayliner.Element XL,Aloha Marine Internet Sales,"daytona beach/holly hill, Florida",2017,18,Bayliner Element XL,"Aloha Marine Center
   ","daytona beach/holly hill, FL",2017
