index,used,power,price_US,year,class,hull_material,seller,Length_ft,location,make_model,
8654,yes,yes,8999,2005,Bowrider,Fiberglass,GULF COAST BOATING CENTER,18,"KEMAH, Texas",Bayliner.185 Bowrider,
8655,yes,yes,7995,2003,Bowrider,Fiberglass,"Bob Feil Boats & Motors, Inc",18,"East Wenatchee, Washington",Bayliner.185 Bowrider,
8656,yes,yes,8999,2005,Bowrider,Fiberglass,The Boat House of Lake Country,18,"Nashotah, Wisconsin",Bayliner.185,
8657,yes,yes,10995,2004,Bowrider,Fiberglass,Mountain Top RV & Marine,18,"Lexington, South Carolina",Bayliner.185,
8658,yes,yes,8995,2006,Bowrider,Fiberglass,Boat Works of South Windsor,18,"South Windsor, Connecticut",Bayliner.185,
8659,yes,yes,17500,2008,Bowrider,Other,POP Yachts,18,"Alvarado, Texas",Bayliner.185 Flight,
8660,yes,yes,6500,2002,Bowrider,Fiberglass,Westport Marina,18,"Denver, North Carolina",Bayliner.185 BR Sport ,
8661,yes,yes,9000,2006,Bowrider,Fiberglass,Boat Brokers LKN,18,"Cornelius, North Carolina",Bayliner.185,
8662,yes,yes,11995,2006,Bowrider,Fiberglass,R.C. Congel Auto & Boat Sales,18,"Cicero, New York",Bayliner.185 Bowrider,
8663,yes,yes,14995,2007,Bowrider,Fiberglass,Fox Chapel Marine,18,"Pittsburgh, Pennsylvania",Bayliner.185 Bowrider,
8664,yes,yes,12995,2007,Bowrider,Fiberglass,Great Lakes Yacht Brokers,18,"Syracuse, New York",Bayliner.185 Flight,
8665,yes,yes,9500,2007,Bowrider,Fiberglass,Lake Springfield Marina,18,"Springfield, Illinois",Bayliner.185 Bowrider,
8666,yes,yes,11999,2007,Bowrider,Fiberglass,POP Yachts,18,"Lexington, Kentucky",Bayliner.185,
8667,yes,yes,Request Price,2007,Bowrider,Fiberglass,Mid-Maine Marine & RV Inc,18,"Oakland, Maine",Bayliner.185,
8668,yes,yes,12900,2007,Bowrider,Fiberglass,Boat Sellers,18,"National City, California",Bayliner.185 Fish N Ski,
8669,yes,yes,15500,2008,Bowrider,Fiberglass,POP Yachts,18,"San Antonio, Texas",Bayliner.185 Fish N Ski,
8670,yes,yes,7995,2001,Bowrider,Fiberglass,New Jersey Outboards,18,"Bayville, New Jersey",Bayliner.185 Bowrider,
8671,yes,yes,5999,1999,Bowrider,Fiberglass,Richey Boat and Motor,18,"Hudson,, Florida",Bayliner.Bow Rider,
8672,yes,yes,25102,2017,Bowrider,Fiberglass,Lake Hopatcong Marine,18,"Lake Hopatcong, New Jersey",Bayliner.Element XL New Color,
8673,yes,yes,13000,2006,Bowrider,Other,POP Yachts,18,"Fairfield County, Connecticut",Bayliner.197 Deck Boat,
8674,yes,yes,2000,1988,Bowrider,Fiberglass,Holiday Harbor,18,"Chautauqua Lake-Celoron, New York",Bayliner.CAPRI,
8675,yes,yes,13995,2006,Bowrider,Fiberglass,POP Yachts,18,"Tarpon Springs, Florida",Bayliner.197 Deck Boat,
8676,yes,yes,28999,2016,Bowrider,Fiberglass,Shoals Outdoor Sports Inc.,18,"Tuscumbia, Alabama",Bayliner.VR5 Bowrider,
8677,yes,yes,14998,2013,Bowrider,Fiberglass,Aloha Marine Internet Sales,18,"daytona beach/holly hill, Florida",Bayliner.196BR Discovery,
8678,yes,yes,Request Price,2011,Bowrider,Fiberglass,Columbia Marine,18,"Madison, Connecticut",Bayliner.195 Discovery,
8679,yes,yes,28900,2011,Bowrider,Fiberglass,POP Yachts,18,"Rockwall, Texas",Bayliner.195 Bowrider,
8680,yes,yes,23995,2011,Bowrider,Aluminum,"Boat Brokers, The",18,Lake Havasu City,Bayliner.195,
8681,yes,yes,4950,1998,Bowrider,Fiberglass,"E & R Boats, Inc.",18,"Oklahoma City, Oklahoma",Bayliner.1950 Capri,
8682,yes,yes,36138,2014,Bowrider,Other,Petersen Marine - Draper,18,"Draper, Utah",Bayliner.190,
8683,yes,yes,Request Price,2017,Bowrider,Fiberglass,Fox Chapel Marine,18,"PITTSBURGH, Pennsylvania",Bayliner.195 DB,
8684,yes,yes,4500,1995,Bowrider,Fiberglass,Lake Hopatcong Marine,18,"Lake Hopatcong, New Jersey",Bayliner.1850LS,
8685,yes,yes,28000,2010,Bowrider,Fiberglass,POP Yachts,18,"Stanwood, Washington",Bayliner.F-19,
8686,yes,yes,20899,2017,Bowrider,Fiberglass,Harbor View Marine,18,"Pensacola, Fl / Orange Beach, Alabama",Bayliner.Element XL,
8687,yes,yes,Request Price,2017,Bowrider,Fiberglass,Aloha Marine Internet Sales,18,"daytona beach/holly hill, Florida",Bayliner.Element XL,
8688,yes,yes,25468,2017,Bowrider,Fiberglass,Traveland Rv & Marine,18,"Kennewick, Washington",Bayliner.Element F18,
8689,yes,yes,Request Price,2017,Bowrider,Fiberglass,Aloha Marine Internet Sales,18,"daytona beach/holly hill, Florida",Bayliner.Element XL,
8690,yes,yes,Request Price,2017,Bowrider,Fiberglass,Aloha Marine Internet Sales,18,"daytona beach/holly hill, Florida",Bayliner.Element XL,
8691,yes,yes,Request Price,2016,Bowrider,Fiberglass,Harbor View Marine,18,"Pensacola, Fl/ Orange Beach, Alabama",Bayliner.Element XL,
8692,yes,yes,Request Price,2017,Bowrider,Fiberglass,Aloha Marine Internet Sales,18,"daytona beach/holly hill, Florida",Bayliner.Element XL,
8693,yes,yes,19995,2016,Bowrider,Other,"Thayer Marine, Inc",18,"JACKSON, Michigan",Bayliner.Element,
8694,yes,yes,Request Price,2017,Bowrider,Fiberglass,Aloha Marine Internet Sales,18,"daytona beach/holly hill, Florida",Bayliner.Element XL,
8695,yes,yes,Request Price,2017,Bowrider,Fiberglass,Aloha Marine Internet Sales,18,"daytona beach/holly hill, Florida",Bayliner.Element XL,
8696,yes,yes,Request Price,2017,Bowrider,Fiberglass,Aloha Marine Internet Sales,18,"daytona beach/ holly hill, Florida",Bayliner.Element XL,
8697,yes,yes,Request Price,2017,Bowrider,Fiberglass,Aloha Marine Internet Sales,18,"daytona beach/holly hill, Florida",Bayliner.Element XL,
8698,yes,yes,Request Price,2017,Bowrider,Fiberglass,Harbor View Marine,18,"PENSACOLA, FL/ Orange Beach, Alabama",Bayliner.Element XL,
8699,yes,yes,Request Price,2016,Bowrider,Fiberglass,Pennybridge Marine,18,"Stony Point, New York",Bayliner.Element F18,
8700,yes,yes,Request Price,2016,Bowrider,Aluminum,Robbins Marine,18,"Milton, Pennsylvania",Bayliner.Element XL,
8701,yes,yes,21995,2016,Bowrider,Fiberglass,"Kaylor’s Marine Service, Inc.",18,"Richmond, Kentucky",Bayliner.Element XL,
8702,yes,yes,Request Price,2016,Bowrider,Fiberglass,Boyd's Marine,18,"Dothan, Alabama",Bayliner.Element XL,
8703,yes,yes,25426,2017,Bowrider,Fiberglass,Main Channel Marina,18,"Syracuse, Indiana",Bayliner.XL,
8704,yes,yes,16963,2008,Bowrider,Fiberglass,North Texas Marine,18,"Gainesville, Texas",Bayliner.F18,
8705,yes,yes,21400,2015,Bowrider,Fiberglass,POP Yachts,18,"North Miami Beach, Florida",Bayliner.Element XL,
8706,yes,yes,18988,2016,Bowrider,Other,Spicer's Boat City,18,"Houghton Lake, Michigan",Bayliner.XL,
8707,yes,yes,Request Price,2016,Bowrider,Other,Wilson Marine Corp ( Howell ),18,"Howell, Michigan",Bayliner.F18,
8708,yes,yes,18988,2016,Bowrider,Other,Spicer's Boat City,18,"Houghton Lake, Michigan",Bayliner.F18,
8709,yes,yes,26000,2015,Bowrider,Fiberglass,POP Yachts,18,"Wharton, New Jersey",Bayliner.Element XL,
8710,yes,yes,5900,1992,Bowrider,Aluminum,"Boat Brokers, The",18,Lake Havasu City,Bayliner.,
8711,yes,yes,19999,2016,Bowrider,Fiberglass,Traveland Rv & Marine,18,"Kennewick, Washington",Bayliner.Element XL,
8712,yes,yes,Request Price,2016,Bowrider,Fiberglass,Dry Dock Boat Sales & Marine Center of Las Vegas,18,"Las Vegas, Nevada",Bayliner.XL,
8713,yes,yes,Request Price,2016,Bowrider,Other,Skipper Bud's Bay City,18,"Bay City, Michigan",Bayliner.XL,
8714,yes,yes,6000,1999,Bowrider,Fiberglass,Canyon Lake Marina,18,"Canyon Lake, Texas",Galaxie Boat Works.,
8715,yes,yes,8995,1994,Bowrider,Aluminum,"Boat Brokers, The",18,Lake Havasu City,Blue Water.Executive,
8716,yes,yes,17988,2016,Bowrider,Other,Spicer's Boat City,18,"Houghton Lake, Michigan",Bayliner.XL,
8717,yes,yes,30000,2003,Bowrider,Wood,POP Yachts,18,"Scottsobo, Alabama",Biscayne.18,
8718,yes,yes,21900,2010,Bowrider,Fiberglass,Bay View Yacht Sales,18,"Chesapeake City, Maryland",Sea-Doo.180 Challenger,
8719,yes,yes,18500,2002,Bowrider,Fiberglass,POP Yachts,18,"Miami Bch, Florida",Boston Whaler.180 Ventura,
8720,yes,yes,2995,1987,Bowrider,Composite,Vic's Sports Center,18,"Kent, Ohio",Wellcraft.Classic 180,
8721,yes,yes,18495,2003,Bowrider,Fiberglass,Port Harbor Marine,18,"Kittery, Maine",Boston Whaler.18 Venture,
8722,yes,yes,5495,1992,Bowrider,Fiberglass,Robbins Marine,18,"Milton, Pennsylvania",Stingray.556 Zp,
8723,yes,yes,12995,2007,Bowrider,Fiberglass,"Huggins Outboard, Inc.",18,"Albany, Georgia",Caravelle Boats.186 Bow Rider,
8724,yes,yes,13900,2006,Bowrider,Fiberglass,POP Yachts,18,"Belton, Texas",Caravelle Boats.186 LS,
8725,yes,yes,990,2003,Bowrider,Fiberglass,Top Notch Marine - Melbourne,18,"Melbourne, Florida",Caravelle Boats.187 Bow Rider,
8726,yes,yes,8000,1996,Bowrider,Fiberglass,Grandpa's Marine Sales,18,"Greensboro, North Carolina",Bryant.182,
8727,yes,yes,10900,2004,Bowrider,Fiberglass,Boat Max USA,18,"Oviedo, Florida",Campion.545,
8728,yes,yes,14995,2012,Bowrider,Fiberglass,"Nichols Marine - Longview, TX",18,"Longview, Texas",Caravelle Boats.182 Bow Rider,
8729,yes,yes,20250,2012,Bowrider,Fiberglass,Inland Boat Center,18,"Perris, California",Caravelle Boats.182,
8730,yes,yes,12900,2000,Bowrider,Fiberglass,BoatDepotOnline.com,18,"Key Largo, Florida",Boston Whaler.Ventura Dual Console,
8731,yes,yes,5495,1991,Bowrider,Fiberglass,Brian's Marina,18,United States,Celebrity.180 Bowrider,
8732,yes,yes,17900,2008,Bowrider,Fiberglass,Hilltop Marine,18,"Bronston, Kentucky",Caravelle Boats.196 Bow Rider,
8733,yes,yes,990,2003,Bowrider,Fiberglass,"Top Notch Marine, Inc.",18,"Fort Pierce, Florida",Caravelle Boats.187 Bow Rider,
8734,yes,yes,4500,1989,Bowrider,Fiberglass,Grace Marine,18,"Le Claire, Iowa",Celebrity.182 Open bow,
8735,yes,yes,25500,2012,Bowrider,Fiberglass,POP Yachts,18,"Baroda, Michigan",Chaparral.18,
8736,yes,yes,22500,2012,Bowrider,Fiberglass,POP Yachts,18,"Harvey, Louisiana",Chaparral.18 H2O Sport,
8737,yes,yes,26698,2016,Bowrider,Fiberglass,"Twin City Marine, Inc.",18,"Central Falls, Rhode Island",Chaparral.18 Sport H2O,
8738,yes,yes,Request Price,2017,Bowrider,Fiberglass,Amity Harbor Marine Inc,18,"Amityville, New York",Chaparral.H2O 18 Ski and Fish,
8739,yes,yes,22200,2009,Bowrider,Fiberglass,United Yacht Sales - Florida Treasure Coast,18,"Southport, North Carolina",Chaparral.180 SSi,
8740,yes,yes,20000,2012,Bowrider,Other,POP Yachts,18,"Frisco, Texas",Chaparral.18,
8741,yes,yes,14995,2004,Bowrider,Fiberglass,Lakecrest Marine Sales,18,"New Baltimore, Michigan",Chaparral.18 FT CHAPARRAL (V-6),
8742,yes,yes,2999,1985,Bowrider,Fiberglass,POWERSPORTS360 of Huron - A J&J Sales Company,18,"Huron, Ohio",Century.,
8743,yes,yes,Request Price,1990,Bowrider,Fiberglass,Denver Recreational Marine,18,"Denver, North Carolina",Celebrity.Fixer Upper ,
8744,yes,yes,12500,2006,Bowrider,Other,POP Yachts,18,"Bath, North Carolina",Chaparral.180 SSi,
8745,yes,yes,16500,2008,Bowrider,Fiberglass,POP Yachts,18,"Des Allemands, Louisiana",Chaparral.180 SSi,
8746,yes,yes,16495,2007,Bowrider,Fiberglass,Hans' Boat Works,18,"Visalia, California",Chaparral.180 SSi Sportboat,
8747,yes,yes,14000,2007,Bowrider,Fiberglass,POP Yachts,18,"Valrico, Florida",Chaparral.180 SSi,
8748,yes,yes,18995,2007,Bowrider,Fiberglass,BMC Boats,18,"Longwood, Florida",Chaparral.180 SSi Sportboat,
8749,yes,yes,9995,2008,Bowrider,Fiberglass,Legendary Marine Ft. Walton Beach,18,"Fort Walton Beach, Florida",Chaparral.180 SSi,
8750,yes,yes,Request Price,2001,Bowrider,Fiberglass,Boyd's Marine,18,"Dothan, Alabama",Chaparral.180 SSe,
8751,yes,yes,9990,2002,Bowrider,Fiberglass,Great Southern Yacht Company,18,"Navarre, Florida",Chaparral.180 SSe,
8752,yes,yes,4700,1997,Bowrider,Fiberglass,Marietta Marine,18,"Canton, Georgia",Chaparral.1830 SS,
8753,yes,yes,11995,2003,Bowrider,Fiberglass,American Boat Brokers,18,"Buford, Georgia",Chaparral.180 SSi Sportboat,
8754,yes,yes,16900,2005,Bowrider,Fiberglass,Tobler Marina,18,"Hayden, Idaho",Chaparral.180 SSi,
8755,yes,yes,4995,1986,Bowrider,Fiberglass,Performance Boats,18,"Spotsylvania, Virginia",Chaparral.187 Xl,
8756,yes,yes,8000,2004,Bowrider,Fiberglass,Pennybridge Marine,18,"Stony Point, New York",Chaparral.180 SSi,
8757,yes,yes,5995,1994,Bowrider,Fiberglass,Highway Marine Service Inc.,18,"Quakertown,, Pennsylvania",Chaparral.1830 SST,
8758,yes,yes,17950,2006,Bowrider,Fiberglass,"Nichols Marine - Tulsa, OK",18,"Tulsa, Oklahoma",Chaparral.190 SSi,
8759,yes,yes,5500,1987,Bowrider,Fiberglass,Echo Bay Marina,18,"Brookfield, Connecticut",Cobalt.18dv,
8760,yes,yes,6900,1999,Bowrider,Fiberglass,"Dave D'Onofrio Yacht Sales, LLC.",18,Florida,Chaparral.183 SS BOWRIDER,
8761,yes,yes,1500,1984,Bowrider,Fiberglass,The Boat Warehouse,18,"Chesapeake City, Maryland",Cobalt.180 Bowrider,
8762,yes,yes,5000,1996,Bowrider,Fiberglass,Erickson Marine,18,"Sarasota, Florida",Chris-Craft.18 Bow Rider,
8763,yes,yes,25995,2011,Bowrider,Fiberglass,Happy Days Boating,18,"Port Clinton, Ohio",Checkmate.Pulsare 1850 BR,
8764,yes,yes,24500,1956,Bowrider,Wood,Sea D.A. Yachts,18,"Virginia Beach, Virginia","Chris Craft Classic.18' Continental, 1956",
8765,yes,yes,9500,1999,Bowrider,Fiberglass,Shoreline Boat Sales Inc,18,"Lake George, New York",Chaparral.1830 Sport,
8766,yes,yes,3900,1979,Bowrider,Fiberglass,The Boat House of Lauderdale Lakes,18,"Elkhorn, Wisconsin",Cobalt.COBALT,
8767,yes,yes,23500,2007,Bowrider,Fiberglass,POP Yachts,18,"Highland, California",Crownline.180 BR,
8768,yes,yes,12999,2008,Bowrider,Fiberglass,Lakeside Motor Sports,18,"Mecosta, Michigan",Crownline.180 BR,
8769,yes,yes,7900,2006,Bowrider,Fiberglass,"Charleston, SC",18,"Lindenhurst, New York",Crownline.180 BR,
8770,yes,yes,21470,2008,Bowrider,Fiberglass,"Carstens Marine Supplies, Inc.",18,"Spokane, Washington",Crownline.180 BR,
8771,yes,yes,10900,2006,Bowrider,Fiberglass,Sundance Boat Sales,18,"Severna Park, Maryland",Crownline.180 BR,
8772,yes,yes,Request Price,2016,Bowrider,Fiberglass,The Sport Shop Ltd.,18,"Roxboro, North Carolina",Crownline.18 SS,
8773,yes,yes,27995,2014,Bowrider,Fiberglass,Reed's Marine,18,"Delavan, Wisconsin",Crownline.18 SS,
8774,yes,yes,Request Price,2016,Bowrider,Fiberglass,"Crownline Boats, Inc.",18,,Crownline.18 SS,
8775,yes,yes,18999,2014,Bowrider,Fiberglass,Gagnon Boat & Motor Inc.,18,"Livermore Falls, Maine",Crownline.18 SS,
8776,yes,yes,Request Price,2016,Bowrider,Fiberglass,The Sport Shop Ltd.,18,"Roxboro, North Carolina",Crownline.18 SS,
8777,yes,yes,27999,2016,Bowrider,Fiberglass,Lakeside Motor Sports,18,"Mecosta, Michigan",Crownline.18 SS,
8778,yes,yes,40345,2017,Bowrider,Fiberglass,The Boat Dock,18,"Springfield, Illinois",Crownline.18 SS,
8779,yes,yes,40345,2017,Bowrider,Fiberglass,The Boat Dock,18,"Springfield, Illinois",Crownline.18 SS,
8780,yes,yes,Request Price,2016,Bowrider,Aluminum,Tobler Marina,18,"Hayden, Idaho",Crestliner.Super Hawk 1850,
8781,yes,yes,10250,2012,Bowrider,Wood,POP Yachts,18,"Missoula, Montana",nelson craft.18 Runabout,
8782,yes,yes,17500,2006,Bowrider,Fiberglass,POP Yachts,18,"Norwalk, California",Crownline.180 BR,
8783,yes,yes,14995,2004,Bowrider,Fiberglass,POP Yachts,18,"Ingleside, Illinois",Crownline.180 LPX,
8784,yes,yes,10995,1996,Bowrider,Other,Sweetwater Performance Center,18,"Oshkosh, Wisconsin",Crownline.182 BR,
8785,yes,yes,11900,2004,Bowrider,Fiberglass,Bergmann Marine,18,"Charlevoix, Michigan",Crownline.180 BR,
8786,yes,yes,17900,2009,Bowrider,Fiberglass,Aqua Sport Marine & Center Hill Marine Brokerage,18,"Lebanon, Tennessee",Crownline.185 SS,
8787,yes,yes,7995,1996,Bowrider,Fiberglass,Atlanta Marine,18,"Flowery Branch, Georgia",Crownline.182 BR,
8788,yes,yes,25685,2013,Bowrider,Fiberglass,CenterPointe Yacht Sales,18,"PEWAUKEE, Wisconsin",Crownline.180SS,
8789,yes,yes,12995,2006,Bowrider,Other,Skipper Bud's Lake Fenton,18,"Fenton, Michigan",Ebbtide.180 SE,
8790,yes,yes,750,1985,Bowrider,Composite,The Boat Warehouse,18,"Chesapeake City, Maryland",Dixie.Swinger,
8791,yes,yes,7999,2002,Bowrider,Fiberglass,Hossack Marine Sales Inc,18,"ST CLAIR SHORES , Michigan",Sea-Doo.185 Utopia,
8792,yes,yes,4950,2002,Bowrider,Fiberglass,Sun Sport Marine,18,"Harrison Township, Michigan",Sea-Doo.185 Utopia,
8793,yes,yes,10999,2004,Bowrider,Fiberglass,GULF COAST BOATING CENTER,18,"KEMAH, Texas",Sea-Doo.185 Utopia,
8794,yes,yes,18500,2008,Bowrider,Fiberglass,POP Yachts,18,"Mount Prospect, Illinois",Sea-Doo.180 Challenger,
8795,yes,yes,21000,2010,Bowrider,Fiberglass,POP Yachts,18,"Lewisville, Texas",Sea-Doo.180,
8796,yes,yes,5495,1990,Bowrider,Fiberglass,COMPLETE MARINE,18,"Pompano Beach, Florida",Donzi.DL-18BR,
8797,yes,yes,2900,1990,Bowrider,Fiberglass,Boat Max USA,18,"Oviedo, Florida",Donzi.GT-180,
8798,yes,yes,13490,2008,Bowrider,Fiberglass,Clews & Strawbridge,18,"Frazer, Pennsylvania",Four Winns.180 Horizon,
8799,yes,yes,13900,2008,Bowrider,Fiberglass,Nautical Ventures,18,"Dania beach, Florida",Four Winns.180 Horizon,
8800,yes,yes,32995,2015,Bowrider,Fiberglass,Buzzs Marine Supply,18,"Kearney, Nebraska",Four Winns.180 Horizon,
8801,yes,yes,Request Price,2017,Bowrider,Fiberglass,Aloha Marine Internet Sales,18,"daytona beach/holly hill, Florida",Four Winns.180 Horizon,
8802,yes,yes,9900,2007,Bowrider,Fiberglass,Watergate Marine Sales,18,"St. Paul, Minnesota",Four Winns.180 Horizon,
8803,yes,yes,6995,1993,Bowrider,Fiberglass,Wher-Rena Boatland,18,"Cornelius, North Carolina",Ebbtide.182,
8804,yes,yes,8995,2011,Bowrider,Fiberglass,"Captain's Choice Boats, Inc.",18,"Fort Walton Beach, Florida",Four Winns.180 BOWRIDER,
8805,yes,yes,16500,2012,Bowrider,Fiberglass,Great Southern Yacht Company,18,"Ft Walton Beach, Florida",Four Winns.180 Le,
8806,yes,yes,Request Price,2017,Bowrider,Fiberglass,Aloha Marine Internet Sales,18,"Holly Hill, Florida",Four Winns.180 Horizon,
8807,yes,yes,Request Price,2017,Bowrider,Fiberglass,"Thayer Marine, Inc",18,"JACKSON, Michigan",Four Winns.180 Horizon I/O,
8808,yes,yes,20999,2015,Bowrider,Fiberglass,Source 1 Marine,18,"Hudson, Florida",Ebbtide.188 Bowrider OB,
8809,yes,yes,Request Price,2001,Bowrider,Fiberglass,"Zacho Sports Center, Inc.",18,"Chippewa Falls, Wisconsin",Four Winns.180 Horizon,
8810,yes,yes,14990,2005,Bowrider,Fiberglass,Great Southern Yacht Company,18,"Ft Walton Beach, Florida",Four Winns.180 Horizon,
8811,yes,yes,11900,2007,Bowrider,Fiberglass,"Mocean Powersports, Inc.",18,"Key Largo, Florida",Four Winns.180 Horizon,
8812,yes,yes,12900,2002,Bowrider,Fiberglass,Boat Sellers,18,"National City, California",Four Winns.180 Horizon Fish & Ski,
8813,yes,yes,16995,2007,Bowrider,Fiberglass,Lakecrest Marine Sales,18,"New Baltimore, Michigan",Four Winns.180 HORISON V-8,
8814,yes,yes,Request Price,2016,Bowrider,Fiberglass,Four Winns,18,,Four Winns.H180,
8815,yes,yes,15500,2006,Bowrider,Other,POP Yachts,18,"Liverpool, Pennsylvania",Four Winns.183 Horizon Fish & Ski,
8816,yes,yes,29543,2016,Bowrider,Fiberglass,Bryce Marine,18,"Rochester, New York",Four Winns.H180,
8817,yes,yes,16850,2008,Bowrider,Fiberglass,North Texas Marine- Fort Worth,18,"Fort Worth, Texas",Four Winns.H183 FS,
8818,yes,yes,9999,1999,Bowrider,Fiberglass,Smith Boys of Syracuse,18,"N Tonawanda, New York",Four Winns.180 Horizon,
8819,yes,yes,Request Price,2017,Bowrider,Fiberglass,Louis Marine LTD,18,Connecticut,Four Winns.H180 O/B,
8820,yes,yes,33235,2017,Bowrider,Fiberglass,Affordable Outdoors,18,Virginia,Four Winns.H180,
8821,yes,yes,5995,1991,Bowrider,Fiberglass,Anchor Marine,18,"Grand Island, New York",Four Winns.180 Horizon,
8822,yes,yes,Request Price,2016,Bowrider,Other,Spicer's Boat City,18,"Houghton Lake, Michigan",Four Winns.H180,
8823,yes,yes,4995,1994,Bowrider,Fiberglass,"Bakker Marine, Inc.",18,"Hawley, Pennsylvania",Four Winns.180 Horizon,
8824,yes,yes,24995,2013,Bowrider,Fiberglass,American Boat Brokers,18,"Buford, Georgia",Four Winns.H180,
8825,yes,yes,Request Price,2016,Bowrider,Fiberglass,Westchester Yacht Sales,18,"Mamaroneck, New York",Four Winns.H180OB,
8826,yes,yes,29500,2016,Bowrider,Fiberglass,Westchester Yacht Sales,18,"Mamaroneck, New York",Four Winns.H180 OB,
8827,yes,yes,Request Price,2015,Bowrider,Fiberglass,Buzzs Marine Supply,18,"Kearney, Nebraska",Four Winns.H180,
8828,yes,yes,Request Price,2016,Bowrider,Other,Skipper Bud's Lake Fenton,18,"Fenton, Michigan",Four Winns.H180 RS,
8829,yes,yes,33245,2016,Bowrider,Fiberglass,Big Bee Boats & RV,18,"Duncannon, Pennsylvania",Four Winns.H180 SS,
8830,yes,yes,22900,2013,Bowrider,Fiberglass,Hal Slater,18,"Branford, Connecticut",Four Winns.H180OB,
8831,yes,yes,Request Price,2016,Bowrider,Fiberglass,Four Winns,18,,Four Winns.H180RS,
8832,yes,yes,Request Price,2016,Bowrider,Fiberglass,Four Winns,18,,Four Winns.H180SS,
8833,yes,yes,Request Price,2016,Bowrider,Other,Spicer's Boat City,18,"Houghton Lake, Michigan",Four Winns.H180RS,
8834,yes,yes,Request Price,2016,Bowrider,Other,Spicer's Boat City,18,"Houghton Lake, Michigan",Four Winns.H180RS,
8835,yes,yes,19900,2011,Bowrider,Fiberglass,Collins Marine,18,"Tonawanda, New York",Four Winns.H180OB,
8836,yes,yes,Request Price,2016,Bowrider,Fiberglass,Big Bee Boats & RV,18,"Duncannon, Pennsylvania",Four Winns.H180OBSS,
8837,yes,yes,28500,2014,Bowrider,Fiberglass,Skipper Bud's Marina Del Isle,18,"Marblehead, Ohio",Four Winns.H180RS,
8838,yes,yes,20995,2008,Bowrider,Fiberglass,Lakecrest Marine Sales,18,"New Baltimore, Michigan",Four Winns.H190,
8839,yes,yes,Request Price,2016,Bowrider,Fiberglass,Waylen Bay Marine,18,"St Augustine, Florida",Sea Fox.186,
8840,yes,yes,14995,2008,Bowrider,Fiberglass,"Bakker Marine, Inc.",18,"Hawley, Pennsylvania",Four Winns.H190,
8841,yes,yes,15000,2006,Bowrider,Fiberglass,Source 1 Marine,18,"Hudson, Florida",Glastron.GX 185,
8842,yes,yes,12995,2005,Bowrider,Other,Port Harbor Marine,18,"South Portland, Maine",Glastron.18' MX,
8843,yes,yes,19500,2009,Bowrider,Other,Dri-Port Marine,18,"O Fallon, Missouri",Four Winns.H190,
8844,yes,yes,27995,2016,Bowrider,Fiberglass,Bryce Marine,18,"Rochester, New York",Four Winns.H180SS,
8845,yes,yes,19995,2011,Bowrider,Other,Skipper Bud's Pewaukee,18,"Pewaukee, Wisconsin",Four Winns.H180SS,
8846,yes,yes,25175,2017,Bowrider,Fiberglass,Point Breeze Marine of Saratoga,18,"Saratoga Springs, New York",Glastron.GT 180,
8847,yes,yes,Request Price,2017,Bowrider,Fiberglass,Glastron Boats,18,,Glastron.GTS 185,
